zip,provider,zone
11959,Altice USA,A
11960,Altice USA,A
11961,Altice USA,A
11962,Altice USA,A
11963,Altice USA,A
11964,Altice USA,A
11965,Altice USA,A
11967,Altice USA,A
11968,Altice USA,A
11970,Altice USA,A
11971,Altice USA,A
11972,Altice USA,A
11975,Altice USA,A
11976,Altice USA,A
11977,Altice USA,A
11978,Altice USA,A
11980,Altice USA,A
10501,Altice USA,A
10502,Altice USA,A
10503,Altice USA,A
10504,Altice USA,A
10505,Altice USA,A
10506,Altice USA,A
10507,Altice USA,A
10510,Altice USA,A
10511,Altice USA,A
10514,Altice USA,A
10516,Altice USA,A
10517,Altice USA,A
10518,Altice USA,A
10519,Altice USA,A
10520,Altice USA,A
10521,Altice USA,A
10522,Altice USA,A
10523,Altice USA,A
10524,Altice USA,A
10526,Altice USA,A
10527,Altice USA,A
10528,Altice USA,A
10530,Altice USA,A
10532,Altice USA,A
10533,Altice USA,A
10535,Altice USA,A
10536,Altice USA,A
10537,Altice USA,A
10538,Altice USA,A
10540,Altice USA,A
10543,Altice USA,A
10545,Altice USA,A
10546,Altice USA,A
10547,Altice USA,A
10548,Altice USA,A
10549,Altice USA,A
10560,Altice USA,A
10562,Altice USA,A
10566,Altice USA,A
10567,Altice USA,A
10570,Altice USA,A
10573,Altice USA,A
10576,Altice USA,A
10577,Altice USA,A
10578,Altice USA,A
10579,Altice USA,A
10580,Altice USA,A
10583,Altice USA,A
10587,Altice USA,A
10588,Altice USA,A
10589,Altice USA,A
10590,Altice USA,A
10591,Altice USA,A
10594,Altice USA,A
10595,Altice USA,A
10596,Altice USA,A
10597,Altice USA,A
10598,Altice USA,A
10601,Altice USA,A
10603,Altice USA,A
10604,Altice USA,A
10605,Altice USA,A
10606,Altice USA,A
10607,Altice USA,A
10701,Altice USA,A
10703,Altice USA,A
10704,Altice USA,A
10705,Altice USA,A
10706,Altice USA,A
10707,Altice USA,A
10708,Altice USA,A
10709,Altice USA,A
10710,Altice USA,A
10801,Altice USA,A
10803,Altice USA,A
10804,Altice USA,A
10805,Altice USA,A
10901,Altice USA,A
10910,Altice USA,A
10913,Altice USA,A
10914,Altice USA,A
10917,Altice USA,A
10918,Altice USA,A
10920,Altice USA,A
10921,Altice USA,A
10923,Altice USA,A
10924,Altice USA,A
10925,Altice USA,A
10926,Altice USA,A
10927,Altice USA,A
10930,Altice USA,A
10931,Altice USA,A
10933,Altice USA,A
10940,Altice USA,A
10950,Altice USA,A
10952,Altice USA,A
10954,Altice USA,A
10956,Altice USA,A
10959,Altice USA,A
10960,Altice USA,A
10962,Altice USA,A
10964,Altice USA,A
10965,Altice USA,A
10968,Altice USA,A
10969,Altice USA,A
10970,Altice USA,A
10974,Altice USA,A
10975,Altice USA,A
10976,Altice USA,A
10977,Altice USA,A
10979,Altice USA,A
10980,Altice USA,A
10981,Altice USA,A
10982,Altice USA,A
10983,Altice USA,A
10984,Altice USA,A
10986,Altice USA,A
10987,Altice USA,A
10988,Altice USA,A
10989,Altice USA,A
10990,Altice USA,A
10993,Altice USA,A
10994,Altice USA,A
10998,Altice USA,A
12501,Altice USA,A
12506,Altice USA,A
12508,Altice USA,A
12510,Altice USA,A
12511,Altice USA,A
12512,Altice USA,A
12514,Altice USA,A
12515,Altice USA,A
12522,Altice USA,A
12524,Altice USA,A
12525,Altice USA,A
12527,Altice USA,A
12528,Altice USA,A
12531,Altice USA,A
12533,Altice USA,A
12537,Altice USA,A
12538,Altice USA,A
12540,Altice USA,A
12545,Altice USA,A
12546,Altice USA,A
12547,Altice USA,A
12548,Altice USA,A
12561,Altice USA,A
12567,Altice USA,A
12568,Altice USA,A
12569,Altice USA,A
12570,Altice USA,A
12578,Altice USA,A
12580,Altice USA,A
12581,Altice USA,A
12582,Altice USA,A
12585,Altice USA,A
12589,Altice USA,A
12590,Altice USA,A
12592,Altice USA,A
12594,Altice USA,A
12601,Altice USA,A
12603,Altice USA,A
12771,Altice USA,A
11001,Altice USA,A
11003,Altice USA,A
11010,Altice USA,A
11020,Altice USA,A
11021,Altice USA,A
11023,Altice USA,A
11024,Altice USA,A
11030,Altice USA,A
11040,Altice USA,A
11042,Altice USA,A
11050,Altice USA,A
11096,Altice USA,A
11426,Altice USA,A
11501,Altice USA,A
11507,Altice USA,A
11509,Altice USA,A
11510,Altice USA,A
11514,Altice USA,A
11516,Altice USA,A
11518,Altice USA,A
11520,Altice USA,A
11530,Altice USA,A
11542,Altice USA,A
11545,Altice USA,A
11547,Altice USA,A
11548,Altice USA,A
11550,Altice USA,A
11552,Altice USA,A
11553,Altice USA,A
11554,Altice USA,A
11556,Altice USA,A
11557,Altice USA,A
11558,Altice USA,A
11559,Altice USA,A
11560,Altice USA,A
11561,Altice USA,A
11563,Altice USA,A
11565,Altice USA,A
11566,Altice USA,A
11568,Altice USA,A
11569,Altice USA,A
11570,Altice USA,A
11572,Altice USA,A
11575,Altice USA,A
11576,Altice USA,A
11577,Altice USA,A
11579,Altice USA,A
11580,Altice USA,A
11581,Altice USA,A
11590,Altice USA,A
11596,Altice USA,A
11598,Altice USA,A
11709,Altice USA,A
11710,Altice USA,A
11714,Altice USA,A
11732,Altice USA,A
11753,Altice USA,A
11756,Altice USA,A
11758,Altice USA,A
11762,Altice USA,A
11765,Altice USA,A
11771,Altice USA,A
11783,Altice USA,A
11791,Altice USA,A
11793,Altice USA,A
11797,Altice USA,A
11801,Altice USA,A
11803,Altice USA,A
11804,Altice USA,A
07002,Altice USA,A
07005,Altice USA,A
07006,Altice USA,A
07009,Altice USA,A
07011,Altice USA,A
07012,Altice USA,A
07013,Altice USA,A
07014,Altice USA,A
07015,Altice USA,A
07026,Altice USA,A
07030,Altice USA,A
07034,Altice USA,A
07035,Altice USA,A
07043,Altice USA,A
07045,Altice USA,A
07046,Altice USA,A
07047,Altice USA,A
07054,Altice USA,A
07055,Altice USA,A
07058,Altice USA,A
07075,Altice USA,A
07079,Altice USA,A
07082,Altice USA,A
07086,Altice USA,A
07087,Altice USA,A
07093,Altice USA,A
07102,Altice USA,A
07103,Altice USA,A
07104,Altice USA,A
07105,Altice USA,A
07106,Altice USA,A
07107,Altice USA,A
07108,Altice USA,A
07109,Altice USA,A
07110,Altice USA,A
07111,Altice USA,A
07112,Altice USA,A
07114,Altice USA,A
07201,Altice USA,A
07202,Altice USA,A
07205,Altice USA,A
07206,Altice USA,A
07208,Altice USA,A
07401,Altice USA,A
07403,Altice USA,A
07405,Altice USA,A
07407,Altice USA,A
07410,Altice USA,A
07417,Altice USA,A
07420,Altice USA,A
07421,Altice USA,A
07423,Altice USA,A
07424,Altice USA,A
07430,Altice USA,A
07432,Altice USA,A
07435,Altice USA,A
07436,Altice USA,A
07438,Altice USA,A
07440,Altice USA,A
07442,Altice USA,A
07444,Altice USA,A
07446,Altice USA,A
07450,Altice USA,A
07452,Altice USA,A
07456,Altice USA,A
07457,Altice USA,A
07458,Altice USA,A
07460,Altice USA,A
07463,Altice USA,A
07465,Altice USA,A
07470,Altice USA,A
07480,Altice USA,A
07481,Altice USA,A
07501,Altice USA,A
07502,Altice USA,A
07503,Altice USA,A
07504,Altice USA,A
07505,Altice USA,A
07506,Altice USA,A
07508,Altice USA,A
07512,Altice USA,A
07513,Altice USA,A
07514,Altice USA,A
07522,Altice USA,A
07524,Altice USA,A
07601,Altice USA,A
07603,Altice USA,A
07604,Altice USA,A
07606,Altice USA,A
07607,Altice USA,A
07620,Altice USA,A
07621,Altice USA,A
07624,Altice USA,A
07626,Altice USA,A
07627,Altice USA,A
07628,Altice USA,A
07630,Altice USA,A
07640,Altice USA,A
07641,Altice USA,A
07642,Altice USA,A
07644,Altice USA,A
07645,Altice USA,A
07646,Altice USA,A
07647,Altice USA,A
07648,Altice USA,A
07649,Altice USA,A
07652,Altice USA,A
07656,Altice USA,A
07661,Altice USA,A
07662,Altice USA,A
07663,Altice USA,A
07666,Altice USA,A
07670,Altice USA,A
07675,Altice USA,A
07676,Altice USA,A
07677,Altice USA,A
07801,Altice USA,A
07803,Altice USA,A
07821,Altice USA,A
07828,Altice USA,A
07834,Altice USA,A
07836,Altice USA,A
07837,Altice USA,A
07840,Altice USA,A
07842,Altice USA,A
07843,Altice USA,A
07847,Altice USA,A
07849,Altice USA,A
07850,Altice USA,A
07851,Altice USA,A
07852,Altice USA,A
07856,Altice USA,A
07857,Altice USA,A
07866,Altice USA,A
07869,Altice USA,A
07874,Altice USA,A
07876,Altice USA,A
07878,Altice USA,A
07885,Altice USA,A
07927,Altice USA,A
07928,Altice USA,A
07932,Altice USA,A
07936,Altice USA,A
07940,Altice USA,A
07950,Altice USA,A
07960,Altice USA,A
07970,Altice USA,A
07978,Altice USA,A
07981,Altice USA,A
07060,Altice USA,A
07069,Altice USA,A
07710,Altice USA,A
07717,Altice USA,A
07719,Altice USA,A
07720,Altice USA,A
07721,Altice USA,A
07722,Altice USA,A
07723,Altice USA,A
07727,Altice USA,A
07728,Altice USA,A
07731,Altice USA,A
07734,Altice USA,A
07735,Altice USA,A
07740,Altice USA,A
07753,Altice USA,A
07755,Altice USA,A
07756,Altice USA,A
07762,Altice USA,A
07763,Altice USA,A
07765,Altice USA,A
08501,Altice USA,A
08510,Altice USA,A
08514,Altice USA,A
08520,Altice USA,A
08526,Altice USA,A
08527,Altice USA,A
08535,Altice USA,A
08561,Altice USA,A
08609,Altice USA,A
08610,Altice USA,A
08611,Altice USA,A
08619,Altice USA,A
08620,Altice USA,A
08629,Altice USA,A
08638,Altice USA,A
08690,Altice USA,A
08691,Altice USA,A
08701,Altice USA,A
08720,Altice USA,A
08730,Altice USA,A
08735,Altice USA,A
08736,Altice USA,A
08739,Altice USA,A
08750,Altice USA,A
08751,Altice USA,A
08752,Altice USA,A
08831,Altice USA,A
08840,Altice USA,A
08901,Altice USA,A
10451,Altice USA,A
10452,Altice USA,A
10453,Altice USA,A
10454,Altice USA,A
10455,Altice USA,A
10456,Altice USA,A
10457,Altice USA,A
10458,Altice USA,A
10459,Altice USA,A
10460,Altice USA,A
10461,Altice USA,A
10462,Altice USA,A
10463,Altice USA,A
10464,Altice USA,A
10465,Altice USA,A
10466,Altice USA,A
10467,Altice USA,A
10468,Altice USA,A
10469,Altice USA,A
10470,Altice USA,A
10471,Altice USA,A
10472,Altice USA,A
10473,Altice USA,A
10474,Altice USA,A
10475,Altice USA,A
11201,Altice USA,A
11203,Altice USA,A
11204,Altice USA,A
11205,Altice USA,A
11206,Altice USA,A
11207,Altice USA,A
11208,Altice USA,A
11210,Altice USA,A
11211,Altice USA,A
11212,Altice USA,A
11213,Altice USA,A
11214,Altice USA,A
11215,Altice USA,A
11216,Altice USA,A
11217,Altice USA,A
11218,Altice USA,A
11219,Altice USA,A
11220,Altice USA,A
11221,Altice USA,A
11223,Altice USA,A
11224,Altice USA,A
11225,Altice USA,A
11226,Altice USA,A
11228,Altice USA,A
11229,Altice USA,A
11230,Altice USA,A
11231,Altice USA,A
11232,Altice USA,A
11233,Altice USA,A
11234,Altice USA,A
11235,Altice USA,A
11236,Altice USA,A
11237,Altice USA,A
11238,Altice USA,A
11239,Altice USA,A
06460,Altice USA,A
06461,Altice USA,A
06477,Altice USA,A
06525,Altice USA,A
06604,Altice USA,A
06605,Altice USA,A
06606,Altice USA,A
06607,Altice USA,A
06608,Altice USA,A
06610,Altice USA,A
06611,Altice USA,A
06612,Altice USA,A
06614,Altice USA,A
06615,Altice USA,A
06750,Altice USA,A
06751,Altice USA,A
06753,Altice USA,A
06754,Altice USA,A
06756,Altice USA,A
06758,Altice USA,A
06759,Altice USA,A
06763,Altice USA,A
06777,Altice USA,A
06778,Altice USA,A
06779,Altice USA,A
06787,Altice USA,A
06790,Altice USA,A
06791,Altice USA,A
06795,Altice USA,A
06796,Altice USA,A
06807,Altice USA,A
06820,Altice USA,A
06824,Altice USA,A
06825,Altice USA,A
06829,Altice USA,A
06830,Altice USA,A
06831,Altice USA,A
06840,Altice USA,A
06850,Altice USA,A
06851,Altice USA,A
06853,Altice USA,A
06854,Altice USA,A
06855,Altice USA,A
06856,Altice USA,A
06870,Altice USA,A
06875,Altice USA,A
06876,Altice USA,A
06878,Altice USA,A
06880,Altice USA,A
06883,Altice USA,A
06890,Altice USA,A
06896,Altice USA,A
06897,Altice USA,A
06901,Altice USA,A
06902,Altice USA,A
06903,Altice USA,A
06905,Altice USA,A
06906,Altice USA,A
06907,Altice USA,A
06904,Altice USA,A
24093,Altice USA,A
24124,Altice USA,A
24134,Altice USA,A
24136,Altice USA,A
24147,Altice USA,A
24150,Altice USA,A
24603,Altice USA,A
24712,Altice USA,A
24731,Altice USA,A
24733,Altice USA,A
24736,Altice USA,A
24740,Altice USA,A
24747,Altice USA,A
24827,Altice USA,A
24901,Altice USA,A
24902,Altice USA,A
24910,Altice USA,A
24925,Altice USA,A
24931,Altice USA,A
24951,Altice USA,A
24957,Altice USA,A
24963,Altice USA,A
24970,Altice USA,A
24986,Altice USA,A
25002,Altice USA,A
25003,Altice USA,A
25004,Altice USA,A
25007,Altice USA,A
25008,Altice USA,A
25009,Altice USA,A
25015,Altice USA,A
25018,Altice USA,A
25019,Altice USA,A
25022,Altice USA,A
25024,Altice USA,A
25025,Altice USA,A
25026,Altice USA,A
25031,Altice USA,A
25035,Altice USA,A
25036,Altice USA,A
25039,Altice USA,A
25040,Altice USA,A
25043,Altice USA,A
25044,Altice USA,A
25045,Altice USA,A
25047,Altice USA,A
25048,Altice USA,A
25049,Altice USA,A
25051,Altice USA,A
25053,Altice USA,A
25054,Altice USA,A
25057,Altice USA,A
25059,Altice USA,A
25060,Altice USA,A
25061,Altice USA,A
25062,Altice USA,A
25064,Altice USA,A
25067,Altice USA,A
25071,Altice USA,A
25075,Altice USA,A
25076,Altice USA,A
25079,Altice USA,A
25081,Altice USA,A
25083,Altice USA,A
25085,Altice USA,A
25086,Altice USA,A
25090,Altice USA,A
25102,Altice USA,A
25103,Altice USA,A
25106,Altice USA,A
25107,Altice USA,A
25110,Altice USA,A
25111,Altice USA,A
25112,Altice USA,A
25115,Altice USA,A
25118,Altice USA,A
25122,Altice USA,A
25123,Altice USA,A
25125,Altice USA,A
25126,Altice USA,A
25130,Altice USA,A
25132,Altice USA,A
25134,Altice USA,A
25136,Altice USA,A
25139,Altice USA,A
25140,Altice USA,A
25142,Altice USA,A
25143,Altice USA,A
25147,Altice USA,A
25148,Altice USA,A
25149,Altice USA,A
25154,Altice USA,A
25156,Altice USA,A
25159,Altice USA,A
25160,Altice USA,A
25161,Altice USA,A
25162,Altice USA,A
25165,Altice USA,A
25169,Altice USA,A
25173,Altice USA,A
25174,Altice USA,A
25177,Altice USA,A
25181,Altice USA,A
25182,Altice USA,A
25183,Altice USA,A
25186,Altice USA,A
25193,Altice USA,A
25201,Altice USA,A
25202,Altice USA,A
25205,Altice USA,A
25209,Altice USA,A
25214,Altice USA,A
25239,Altice USA,A
25247,Altice USA,A
25248,Altice USA,A
25253,Altice USA,A
25260,Altice USA,A
25264,Altice USA,A
25265,Altice USA,A
25270,Altice USA,A
25271,Altice USA,A
25276,Altice USA,A
25287,Altice USA,A
25301,Altice USA,A
25302,Altice USA,A
25303,Altice USA,A
25304,Altice USA,A
25305,Altice USA,A
25306,Altice USA,A
25309,Altice USA,A
25311,Altice USA,A
25312,Altice USA,A
25313,Altice USA,A
25314,Altice USA,A
25315,Altice USA,A
25320,Altice USA,A
25321,Altice USA,A
25360,Altice USA,A
25387,Altice USA,A
25389,Altice USA,A
25501,Altice USA,A
25504,Altice USA,A
25508,Altice USA,A
25510,Altice USA,A
25512,Altice USA,A
25514,Altice USA,A
25515,Altice USA,A
25517,Altice USA,A
25521,Altice USA,A
25526,Altice USA,A
25529,Altice USA,A
25535,Altice USA,A
25541,Altice USA,A
25545,Altice USA,A
25547,Altice USA,A
25550,Altice USA,A
25560,Altice USA,A
25564,Altice USA,A
25565,Altice USA,A
25567,Altice USA,A
25570,Altice USA,A
25572,Altice USA,A
25573,Altice USA,A
25601,Altice USA,A
25606,Altice USA,A
25607,Altice USA,A
25614,Altice USA,A
25617,Altice USA,A
25624,Altice USA,A
25625,Altice USA,A
25628,Altice USA,A
25629,Altice USA,A
25630,Altice USA,A
25631,Altice USA,A
25632,Altice USA,A
25633,Altice USA,A
25634,Altice USA,A
25635,Altice USA,A
25636,Altice USA,A
25637,Altice USA,A
25638,Altice USA,A
25639,Altice USA,A
25642,Altice USA,A
25643,Altice USA,A
25646,Altice USA,A
25647,Altice USA,A
25648,Altice USA,A
25649,Altice USA,A
25652,Altice USA,A
25653,Altice USA,A
25654,Altice USA,A
25661,Altice USA,A
25665,Altice USA,A
25667,Altice USA,A
25669,Altice USA,A
25670,Altice USA,A
25674,Altice USA,A
25676,Altice USA,A
25685,Altice USA,A
25687,Altice USA,A
25691,Altice USA,A
25701,Altice USA,A
25704,Altice USA,A
25801,Altice USA,A
25810,Altice USA,A
25811,Altice USA,A
25813,Altice USA,A
25816,Altice USA,A
25817,Altice USA,A
25818,Altice USA,A
25823,Altice USA,A
25825,Altice USA,A
25826,Altice USA,A
25827,Altice USA,A
25828,Altice USA,A
25832,Altice USA,A
25836,Altice USA,A
25839,Altice USA,A
25840,Altice USA,A
25841,Altice USA,A
25843,Altice USA,A
25844,Altice USA,A
25847,Altice USA,A
25849,Altice USA,A
25851,Altice USA,A
25853,Altice USA,A
25856,Altice USA,A
25857,Altice USA,A
25859,Altice USA,A
25860,Altice USA,A
25865,Altice USA,A
25866,Altice USA,A
25871,Altice USA,A
25873,Altice USA,A
25878,Altice USA,A
25879,Altice USA,A
25880,Altice USA,A
25882,Altice USA,A
25901,Altice USA,A
25902,Altice USA,A
25904,Altice USA,A
25906,Altice USA,A
25908,Altice USA,A
25909,Altice USA,A
25911,Altice USA,A
25915,Altice USA,A
25917,Altice USA,A
25918,Altice USA,A
25919,Altice USA,A
25921,Altice USA,A
25922,Altice USA,A
25926,Altice USA,A
25927,Altice USA,A
25928,Altice USA,A
25932,Altice USA,A
25939,Altice USA,A
25943,Altice USA,A
25951,Altice USA,A
25958,Altice USA,A
25961,Altice USA,A
25962,Altice USA,A
25967,Altice USA,A
25969,Altice USA,A
25971,Altice USA,A
25972,Altice USA,A
25978,Altice USA,A
25979,Altice USA,A
25981,Altice USA,A
25984,Altice USA,A
25989,Altice USA,A
26055,Altice USA,A
26101,Altice USA,A
26104,Altice USA,A
26105,Altice USA,A
26134,Altice USA,A
26142,Altice USA,A
26143,Altice USA,A
26146,Altice USA,A
26150,Altice USA,A
26155,Altice USA,A
26159,Altice USA,A
26160,Altice USA,A
26164,Altice USA,A
26170,Altice USA,A
26175,Altice USA,A
26180,Altice USA,A
26181,Altice USA,A
26184,Altice USA,A
26187,Altice USA,A
26201,Altice USA,A
26210,Altice USA,A
26218,Altice USA,A
26219,Altice USA,A
26229,Altice USA,A
26234,Altice USA,A
26241,Altice USA,A
26253,Altice USA,A
26254,Altice USA,A
26259,Altice USA,A
26273,Altice USA,A
26276,Altice USA,A
26280,Altice USA,A
26283,Altice USA,A
26293,Altice USA,A
26301,Altice USA,A
26330,Altice USA,A
26332,Altice USA,A
26334,Altice USA,A
26347,Altice USA,A
26349,Altice USA,A
26361,Altice USA,A
26366,Altice USA,A
26369,Altice USA,A
26378,Altice USA,A
26385,Altice USA,A
26386,Altice USA,A
26404,Altice USA,A
26408,Altice USA,A
26431,Altice USA,A
26435,Altice USA,A
26438,Altice USA,A
26451,Altice USA,A
26452,Altice USA,A
26456,Altice USA,A
26554,Altice USA,A
26568,Altice USA,A
26570,Altice USA,A
26571,Altice USA,A
26572,Altice USA,A
26576,Altice USA,A
26582,Altice USA,A
26591,Altice USA,A
26656,Altice USA,A
26674,Altice USA,A
26690,Altice USA,A
26717,Altice USA,A
26720,Altice USA,A
27534,Altice USA,A
27801,Altice USA,A
27802,Altice USA,A
27803,Altice USA,A
27804,Altice USA,A
27809,Altice USA,A
27812,Altice USA,A
27817,Altice USA,A
27819,Altice USA,A
27822,Altice USA,A
27823,Altice USA,A
27825,Altice USA,A
27834,Altice USA,A
27837,Altice USA,A
27856,Altice USA,A
27857,Altice USA,A
27858,Altice USA,A
27861,Altice USA,A
27871,Altice USA,A
27874,Altice USA,A
27878,Altice USA,A
27879,Altice USA,A
27886,Altice USA,A
27889,Altice USA,A
27892,Altice USA,A
28501,Altice USA,A
28504,Altice USA,A
28513,Altice USA,A
28519,Altice USA,A
28523,Altice USA,A
28525,Altice USA,A
28551,Altice USA,A
28560,Altice USA,A
28562,Altice USA,A
28573,Altice USA,A
28586,Altice USA,A
28590,Altice USA,A
38701,Altice USA,A
38703,Altice USA,A
38723,Altice USA,A
38751,Altice USA,A
38756,Altice USA,A
38760,Altice USA,A
38761,Altice USA,A
38780,Altice USA,A
38930,Altice USA,A
38954,Altice USA,A
41132,Altice USA,A
41143,Altice USA,A
41146,Altice USA,A
41168,Altice USA,A
41181,Altice USA,A
41203,Altice USA,A
41212,Altice USA,A
41214,Altice USA,A
41219,Altice USA,A
41223,Altice USA,A
41224,Altice USA,A
41225,Altice USA,A
41227,Altice USA,A
41230,Altice USA,A
41231,Altice USA,A
41240,Altice USA,A
41250,Altice USA,A
41255,Altice USA,A
41256,Altice USA,A
41260,Altice USA,A
41261,Altice USA,A
41262,Altice USA,A
41267,Altice USA,A
41501,Altice USA,A
41502,Altice USA,A
41503,Altice USA,A
41510,Altice USA,A
41512,Altice USA,A
41513,Altice USA,A
41514,Altice USA,A
41518,Altice USA,A
41522,Altice USA,A
41526,Altice USA,A
41527,Altice USA,A
41529,Altice USA,A
41531,Altice USA,A
41534,Altice USA,A
41535,Altice USA,A
41540,Altice USA,A
41542,Altice USA,A
41543,Altice USA,A
41548,Altice USA,A
41555,Altice USA,A
41559,Altice USA,A
41561,Altice USA,A
41562,Altice USA,A
41563,Altice USA,A
41567,Altice USA,A
41569,Altice USA,A
41570,Altice USA,A
41603,Altice USA,A
41653,Altice USA,A
41668,Altice USA,A
42206,Altice USA,A
42256,Altice USA,A
42276,Altice USA,A
43722,Altice USA,A
43723,Altice USA,A
43725,Altice USA,A
43733,Altice USA,A
43750,Altice USA,A
43754,Altice USA,A
43755,Altice USA,A
43768,Altice USA,A
43772,Altice USA,A
43773,Altice USA,A
43778,Altice USA,A
43780,Altice USA,A
44021,Altice USA,A
44023,Altice USA,A
44062,Altice USA,A
44065,Altice USA,A
44080,Altice USA,A
44231,Altice USA,A
44234,Altice USA,A
44255,Altice USA,A
44266,Altice USA,A
44285,Altice USA,A
44288,Altice USA,A
44412,Altice USA,A
44444,Altice USA,A
44481,Altice USA,A
44491,Altice USA,A
45620,Altice USA,A
45631,Altice USA,A
45714,Altice USA,A
45729,Altice USA,A
45742,Altice USA,A
45744,Altice USA,A
45750,Altice USA,A
45760,Altice USA,A
45768,Altice USA,A
45769,Altice USA,A
45771,Altice USA,A
45773,Altice USA,A
45775,Altice USA,A
45779,Altice USA,A
64067,Altice USA,A
64074,Altice USA,A
64097,Altice USA,A
64401,Altice USA,A
64443,Altice USA,A
64448,Altice USA,A
64459,Altice USA,A
64468,Altice USA,A
64485,Altice USA,A
64494,Altice USA,A
64501,Altice USA,A
64502,Altice USA,A
64503,Altice USA,A
64504,Altice USA,A
64505,Altice USA,A
64506,Altice USA,A
64507,Altice USA,A
64508,Altice USA,A
64628,Altice USA,A
64683,Altice USA,A
64759,Altice USA,A
64801,Altice USA,A
64836,Altice USA,A
64850,Altice USA,A
65023,Altice USA,A
65053,Altice USA,A
65101,Altice USA,A
65109,Altice USA,A
65233,Altice USA,A
65605,Altice USA,A
65616,Altice USA,A
65653,Altice USA,A
65656,Altice USA,A
65669,Altice USA,A
65672,Altice USA,A
65686,Altice USA,A
65705,Altice USA,A
65708,Altice USA,A
65714,Altice USA,A
65721,Altice USA,A
65723,Altice USA,A
65726,Altice USA,A
65735,Altice USA,A
65737,Altice USA,A
65739,Altice USA,A
65740,Altice USA,A
65742,Altice USA,A
65753,Altice USA,A
65769,Altice USA,A
65771,Altice USA,A
66062,Altice USA,A
66064,Altice USA,A
66071,Altice USA,A
66083,Altice USA,A
66701,Altice USA,A
70518,Altice USA,A
70519,Altice USA,A
70528,Altice USA,A
70533,Altice USA,A
70544,Altice USA,A
70548,Altice USA,A
70554,Altice USA,A
70560,Altice USA,A
70582,Altice USA,A
70586,Altice USA,A
70592,Altice USA,A
70601,Altice USA,A
70605,Altice USA,A
70606,Altice USA,A
70607,Altice USA,A
70611,Altice USA,A
70615,Altice USA,A
70616,Altice USA,A
70630,Altice USA,A
70634,Altice USA,A
70646,Altice USA,A
70647,Altice USA,A
70650,Altice USA,A
70659,Altice USA,A
70663,Altice USA,A
70665,Altice USA,A
70668,Altice USA,A
70669,Altice USA,A
71006,Altice USA,A
71023,Altice USA,A
71024,Altice USA,A
71037,Altice USA,A
71039,Altice USA,A
71051,Altice USA,A
71055,Altice USA,A
71067,Altice USA,A
71068,Altice USA,A
71073,Altice USA,A
71110,Altice USA,A
71111,Altice USA,A
71112,Altice USA,A
71220,Altice USA,A
